PMID,Title,Abstract,Authors,Journal,Keywords,URL,Affiliations
17436564,"Review. Photooxygenation, photodegradation and antioxidative activity of platonin, a cyanine photosensitizing dye.","Platonin (4,4'-dimethyl-3,3'-di-n-heptyl-8-[2-(4methyl-3-n-heptylthiazole)] -2,2'-dicarbocyanine diiodine) is one of the photosensitive trithiazolepentamethine cyanine dyes. Visible light (VL)-promoted photodegradation products of platonin in an aqueous environment were identified as 3-heptyl4-methylthiazoline-2 -carbaldehyde (1), tetradecane-7-thiol (2), 1-nonene (3), heptylamine (4), 3-heptyl-4-methyl-2-thiazolone (5), 3-heptyl-4-methyl-2-thiothiazolone (6), 5-[2-(3-heptyl-4-methylthiazolidene)]-2-penten-l-aldehyde (7), gamma-(3-heptyl-4-methyl-2-thiazolidene)crotonic acid (8) and 3,5-di (4-methyl-2-thiazolyl)-2,4-pentadienic acid (9). The quantum yield of singlet oxygen (1O2 (1deltag)) derived from VL-promoted platonin formed heptyl and heptyl cation radicals together with the photodegradation products described above. In isolated rat hepatocytes, platonin was cytotoxic under VL irradiation, whereas non-irradiated platonin was less cytotoxic and improved cell viability. The effects of oxygen uptake and cell viability of photolysis photoproducts of platonin, 3-heptyl-2,4-dimethylthiazolium iodide (HDT) and 3-heptyl-4-methylthiazolium iodide (HMT) were compared with those of platonin. These compounds, particularly the former, showed greater cytotoxicity and brought about less oxygen uptake than the latter. Radical-scavenging activities of platonin using an induction period method demonstrated that fully oxidized platonin had a stoichiometric factor (n) of 4. Platonin was a potent peroxy-radical scavenger. The dual modulation activity of platonin as a prooxidant and an antioxidant under VL irradiation was revealed by monitoring the oxygen uptake in isolated rat hepatocytes. This antioxidant/prooxidant activity of platonin may induce diverse effective pharmacological activities in biological systems. In the light of recent developments in studies of platonin and related compounds, the VL-promoted photooxygenation, photodegradation, antioxidant activity and biological activity of platonin are discussed.",,,"Animals, Antioxidants, Cell Survival, Hepatocytes, Humans, Kinetics, Models, Molecular, Oxygen Consumption, Photosensitizing Agents, Singlet Oxygen, Thiazoles",,
17435315,BOXTO as a real-time thermal cycling reporter dye.,"The unsymmetrical cyanine dyes BOXTO (4-[6-(benzoxazole-2-yl-(3-methyl-)-2,3-dihydro-(benzo-1,3-thiazole)-2- methylidene)]-1-methyl-quinolinium chloride)and its positive divalent derivative BOXTO-PRO (4-[(3-methyl-6-(benzoxazole-2-yl)-2,3-dihydro-(benzo-1,3-thiazole)-2-methylidene)]-1-(3-trimethylammonium-propyl)-quinolinium dibromide) were studied as real-time PCR reporting fluorescent dyes and compared to SYBR GREEN I (SG)(2-[N- (3-dimethylaminopropyl)-N-propylamino] -4-[2,3-dihydro-3-methyl-(benzo-1,3-thiazol-2-yl)-methylidene]-1-phenyl- quinolinium).Unmodified BOXTO showed no inhibitory effects on real-time PCR,while BOXTO-PRO showed complete inhibition. Sufficient fluorescent signal was acquired when 0.5-1.0 meu M BOXTO was used with RotorGene and iCycler platforms.Statistical analysis showed that there is no significant difference between the efficiency and dynamic range of BOXTO and SG.BOXTO stock solution (1.5 mM) was stable at -20 degree C for more than one year and 40 meu M BOXTO solution was more stable than 5x SG when both were stored at 4 degree C for 45 days.",,,"DNA Primers, Fluorescent Dyes, Molecular Structure, Polymerase Chain Reaction, Quinolinium Compounds, Temperature, Thiazoles",,
17417015,Identification of clock genes using difference gel electrophoresis.,"Proteomics is the study of the complete set of proteins encoded by the genome. The study of the proteome involves the investigation of changes in protein abundance, localization, involvement in multiprotein complexes, and detection of different protein isoforms and posttranslational modifications under defined conditions, such as the circadian cycle. This type of approach complements comparative gene expression studies providing additional information with respect to posttranscriptional processing. One of the key techniques used to study the proteome is two-dimensional gel electrophoresis. This technique has the ability to separate complex protein mixtures with high resolution. A significant improvement in this technology has been development of difference gel electrophoresis. Here, proteins are first labeled with one of three spectrally resolvable fluorescent cyanine dyes before being separated in two dimensions according to their charge and size, respectively. Multiplexing can accurately and reproducibly quantify protein expression across multiple gels. A multiple-gel approach allows the detection of differentially expressed protein spots using statistical methods to compare expression across different experimental groups. The proteins can be subsequently identified by mass spectrometric methods. This approach now allows more complex experimental designs, such as the time course experiments essential to the study of circadian rhythms.",,,"Animals, Carbocyanines, Circadian Rhythm, Electrophoresis, Gel, Two-Dimensional, Fluorescent Dyes, Liver, Mice, Proteins, Proteomics, Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization, Tandem Mass Spectrometry",,
17411048,Experimental and computational investigation of unsymmetrical cyanine dyes: understanding torsionally responsive fluorogenic dyes.,"Unsymmetrical cyanine dyes are widely used in biomolecular detection due to their fluorogenic behavior, whereby fluorescence quantum yields can be very low in fluid solution but are significantly enhanced in conformationally restricted environments. Herein we describe a series of fluorinated analogues of the dye thiazole orange that exhibit improved fluorescence quantum yields and photostabilities. In addition, computational studies on these dyes revealed that twisting about the monomethine bridge beyond an interplanar angle of 60 degrees leads to a dark state that decays nonradiatively to the ground state, accounting for the observed fluorogenic behavior. The effects of position and number of fluorine substituents correlate with both observed quantum yield and calculated activation energy for twisting beyond this critical angle.",,,"Carbocyanines, DNA, Fluorescence, Fluorescent Dyes, Models, Molecular, Molecular Conformation, Photochemistry, Spectrometry, Fluorescence, Spectrophotometry, Ultraviolet",,
17343383,Supramolecular helical assembly of an achiral cyanine dye in an induced helical amphiphilic poly(phenylacetylene) interior in water.,"A water-soluble amphiphilic poly(phenylacetylene) bearing the bulky aza-18-crown-6-ether pendants forms a one-handed helix induced by l- or d-amino acids and chiral amino alcohols through specific host-guest interactions in water. We now report that such an induced helical poly(phenylacetylene) with a controlled helix sense can selectively trap an achiral benzoxazole cyanine dye among various structurally similar cyanine dyes within its hydrophobic helical cavity inside the polymer in acidic water, resulting in the formation of supramolecular helical aggregates, which exhibit an induced circular dichroism (ICD) in the cyanine dye chromophore region. The supramolecular chirality induced in the cyanine aggregates could be further memorized when the template helical polymer lost its optical activity and further inverted into the opposite helicity. Thereafter, thermal racemization of the helical aggregates slowly took place.",,,"Acetylene, Carbocyanines, Circular Dichroism, Hydrophobic and Hydrophilic Interactions, Microscopy, Atomic Force, Models, Molecular, Molecular Conformation, Stereoisomerism, Water",,
17295461,Characterization of photoinduced isomerization and intersystem crossing of the cyanine dye Cy3.,"Several important photophysical properties of the cyanine dye Cy3 have been determined by laser flash photolysis. The triplet-state absorption and photoisomerization of Cy3 are distinguished by using the heavy-atom effects and oxygen-induced triplet --> triplet energy transfer. Furthermore, the triplet-state extinction coefficient and quantum yield of Cy3 are also measured via triplet-triplet energy-transfer method and comparative actinometry, respectively. It is found that the triplet --> triplet (T1-->Tn) absorptions of trans-Cy3 largely overlap the ground-state absorption of cis-Cy3. Unlike what occurred in Cy5, we have not observed the triplet-state T1-->Tn absorption of cis-Cy3 and the phosphorescence from triplet state of cis-Cy3 following a singlet excitation (S0-S1) of trans-Cy3, indicating the absence of a lowest cis-triplet state as an isomerization intermediate upon excitation in Cy3. The detailed spectra of Cy3 reported in this paper could help us interpret the complicated photophysics of cyanine dyes.",,,"Carbocyanines, Isomerism, Light, Photochemistry",,
17293780,Development of a microarray chip for gene expression in rabbit ocular research.,"To develop a microarray for the rabbit that can be used for ocular gene expression research. Messenger RNA was isolated from anterior segment tissues (cornea, conjunctiva, and iris) and posterior segment tissues (lens, retina, and sclera) of rabbit eyes and used to create two independent cDNA libraries through the NEIBank project. Clones from each of these libraries were sequenced from both the 5' and 3' ends. These sequences and those from the National Center for Biotechnology Information (NCBI) taxonomy database for rabbit were combined and electronically assembled into a set of unique nonoverlapping continuous sequences (contigs). For each contig, a homology search was performed using BLASTX and BLASTN against both the NCBI NR and NT databases to provide gene annotation. Unique contigs were sent to Agilent Technologies, where 60 base oligonucleotide probes were designed and synthesized, in situ, on two different arrays in an 8 array x 1900 element format. Glaucoma filtration surgery was performed on one eye of six rabbits. After 14 days, tissue was harvested from the conjunctiva and Tenon's capsule of both the surgically treated and untreated control eyes. Total RNA from each sample was labeled with cyanine dyes and hybridized to our custom microarrays. Of the 3,154 total probes present on the two arrays, 2,522 had a signal value above the background. The expression of 315 genes was significantly altered by glaucoma filtration surgery. Genes whose expression was altered included proteins associated with inflammatory response, defense response, and proteins involved in synthesis of the extracellular matrix. The results of this rabbit microarray study are consistent with those from other wound healing studies, indicating that this array can provide valid information on broad patterns of gene expression. This is the first microarray available for rabbit studies and is a valuable tool that can be used to study molecular events in the eye.",,,"Animals, Biomedical Research, Computer Systems, Eye, Filtering Surgery, Gene Expression, Gene Library, Glaucoma, Oligonucleotide Array Sequence Analysis, Polymerase Chain Reaction, Rabbits",,
17266268,Binding of intercalating and groove-binding cyanine dyes to bacteriophage t5.,"The interaction between four related cyanine dyes and bacteriophage T5 is investigated with fluorescence and absorption spectroscopy. The dyes, which differ in size, charge, and mode of DNA-binding, penetrate the capsid and bind the DNA inside. The rate of association decreases progressively with increasing dye size, from a few minutes for YO to more than 50 h for YOYO (at 37 degrees C). The relative affinity for the phage DNA is a factor of about 0.2 lower than for the same T5-DNA when free in solution. Comparison of groove-bound BOXTO-PRO and intercalating YO-PRO shows that the reduced affinity is not due to DNA extension but perhaps influenced by competition with other cationic DNA-binding agents inside the capsid. Although, the extent of dye binding to the phages decreases with increasing external ionic strength, the affinity relative to free DNA increases, which indicates a comparatively weak screening of electrostatic interactions inside the phage. The rate of binding increases with increasing ionic strength, reflecting an increase in effective pore size of the capsid as electrostatic interactions are screened and/or a faster diffusion of the dye through the DNA matrix inside the capsid as the DNA affinity is reduced. A combination of electron microscopy, light scattering, and linear dichroism show that the phages are intact after YO-PRO binding, whereas a small degree of capsid rupture cannot be excluded with BOXTO-PRO.",,,"Bacteriophages, Binding Sites, Carbocyanines, Coloring Agents, Molecular Structure, Osmolar Concentration, Structure-Activity Relationship, Time Factors",,
17226002,New hexamethine-hemicyanine dyes for the development of integrated optochemical sensors.,"New far-visible absorbing anilino-cyanine dyes have been synthesised for future application as chromoionophores in integrated waveguide absorbance optodes based on bulk optodes. The effect of the heterocycle, of the substitution of the heterocyclic nitrogen and of the type of heptamethine central ring on the pKa values (4.3-8.2 in ethanol-water solutions and 9.5-11.0 in plasticised PVC membranes), on the spectroscopic characteristics of the dye and on photostability is discussed. pH-selective bulk optodes have been formulated as a first approach to develop ion-selective optodes, and sensitivity, repeatability, lifetime and response time have been determined. The dyes show good analytical behaviour for use as chromoionophores for the development of ion-selective optodes. Reversible (80-87%), fast (tr90%=0.94-2.28 min) and pH-sensitive membranes (slopes of 0.09-0.23 DeltaAbs.pHdec-1, absorbance range 0.19-0.53) have been obtained. Moreover, they exhibit good spectroscopic features for employment with integrated optochemical sensors: absorption maxima of the acidic species in plasticised PVC membranes matched those of 650-670-nm LEDs, high molar absorption coefficients (epsilonacidic=3.5x10(4)-9.3x10(4) L mol-1 cm-1 and epsilonbasic=1.9x10(4)-6.7x10(4) L mol-1 cm-1) and fluorescence.",,,"Aniline Compounds, Carbocyanines, Coloring Agents, Hydrogen-Ion Concentration, Molecular Structure, Photochemistry, Solutions",,
17205764,[The absorption spectrum of green-sensitive cyanine dyes J-aggregate adsorbed on silver chloride microcrystals].,"The silver chloride microcrystals emulsion which are sensitized by the adsorbed green-sensitive cyanine dye of different concentration, was studied by using the absorption spectrum. The experiments show that when the sensitizing concentration is less than 0.02 mL (5.0 mg x mL(-1))/40 g emulsion, the dye J-aggregate is not formed on the surface of silver chloride microcrystals; when the dye concentration is more than 0.2 mL (5.0 mg x mL(-1)/40 g emulsion, the dye J-aggregate is formed on the surface of silver chloride microcrystals; compare to the M-state of dye, the maximal absorption peak of J-aggregate shifted to a longer wavelength by about 50 nm. It was found, when the J-aggregate is formed, the absorption in the wavelength range of more than 450 nm is increased.",,,,,
17205604,Detection and identification of bacterial cell surface proteins by fluorescent labeling.,"A rapid method of detection and identification of bacterial cell surface proteins is needed to better understand the interaction of bacteria with host components. To detect cell surface proteins, we have labeled cells of the Gram-negative anaerobic bacterium, Porphyromonas gingivalis, with fluorescent cyanine dyes, Cy3 and Cy5. We demonstrate that only cell surface proteins were labeled, indicating the method applied in our study is suitable for detection and identification of cell surface proteins in Gram-negative bacteria and possibly other organisms.",,,"Bacterial Proteins, Cell Wall, Fluorescent Dyes, Mass Spectrometry, Membrane Proteins, Porphyromonas gingivalis, Staining and Labeling",,
17134205,Enhanced intra-aggregate charge separation from binary excitons in mixed J-aggregates of cyanine dyes.,"Well-ordered, two-dimensional, amalgamation-type J-aggregates consisting of two different kinds of structurally analogous anionic cyanine dyes were self-assembled on an amino-functionalized Au(111) electrode surface. Similar binary J-aggregates, though considerably less ordered in either one- or three-dimensional structure, could also be grown easily in a concentrated ( approximately 1.5 M) aqueous solution of NaCl. These binary J-aggregates are characterized by a singly peaked J-band associated with a unique molecular exciton shared by the two different dye components coherently. This cooperative binary excitonic state can live with substantial (more than 0.1 eV) energy gaps between the HOMO (highest occupied molecular orbital) and LUMO (lowest unoccupied molecular orbital) levels of the two dyes mixed together. These energy gaps allow the binary exciton to relax very rapidly to an intra-aggregate charge-separated state in good competition with the metal-induced quenching of the excited-state energy. The enhanced charge separation leads to a high-efficiency photocurrent generation with a simple binary J-aggregate-coated Au(111) electrode in a reversible redox solution and results in strong quenching of the fluorescence from the corresponding aggregate grown in solution free from substrate-induced quenching.",,,,,
17024704,Exploring base-pair-specific optical properties of the DNA stain thiazole orange.,"Double-stranded DNA offers multiple binding sites to DNA stains. Measurements of noncovalently bound dye-nucleic acid complexes are, necessarily, measurements of an ensemble of chromophores. Thus, it is difficult to assign fluorescence properties to base-pair-specific binding modes of cyanine dyes or, vice versa, to obtain information about the local environment of cyanines in nucleic acids by using optical spectroscopy. The feasibility to stain DNA and simultaneously probe local perturbations by optical spectroscopy would be a valuable asset to nucleic acid research. So-called FIT probes (forced intercalation probes) were used to pinpoint the location of the DNA stain thiazole orange (TO) in PNADNA duplexes. A detailed analysis of the base-pair dependence of optical properties is provided and enforced binding of TO is compared with ""classical"" binding of free TO-PRO1. UV-visible absorbance, circular dichroism (CD) and fluorescence spectroscopy, and melting-curve analyses confirmed site-specific TO intercalation. Thiazole orange exhibited base-specific responses that are not observed in noncovalent dye-nucleic acid complexes, such as an extraordinary dependence of the TO extinction coefficient (+/-60 % variation of the averaged epsilon(max) of 57,000 M(-1) cm(-1)) on nearest-neighbor base pairs. TO signals hybridization, as shown by increases in the steady-state fluorescence emission. Studies of TO fluorescence lifetimes in FIT-PNA and in DNADNA and PNADNA complexes highlighted four different fluorescence-decay processes that may be closed or opened in response to matched or single-mismatched hybridization. A very fast decay process (0.04-0.07 ns) and a slow decay process (2.33-3.95 ns) provide reliable monitors of hybridization, and the opening of a fast decay channel (0.22-0.48 ns) that resulted in an attenuation of the fluorescence emission is observed upon the formation of mismatched base pairs.",,,"Base Pairing, Base Sequence, Benzothiazoles, Circular Dichroism, DNA, Quinolines, Spectrometry, Fluorescence, Time Factors, Transition Temperature",,
17019471,"Supramolecular photochemical self-assemblies for fluorescence ""turn on"" and ""turn off"" assays for chem-bio-helices.","We describe the development of an optical sensing system for the high-throughput screening (HTS) of a broad range of biological molecules, whole cells, organisms and pathogens, and illustrate the technology applications by a hyaluronidase enzyme activity assay as a specific example. At the core of the technology described in this paper, is the exciton concept that is relevant to molecular aggregation. J-aggregates of cyanine dyes have a narrower, red-shifted absorption band compared to monomer. We demonstrate that self-assembly may be driven by the helicogenic nature of the cyanine dye, converting the linear polymers of hyaluronic acid or carboxymethyl cellulose into supramolecular helical assemblies. This self-assembly is accompanied by an intense, sharp, red-shifted J-aggregate fluorescence. We utilized this property to develop an assay for the enzyme hyaluronidase, based upon the concept of ""scaffold destruction,"" whereby the disruption/destruction of the hyaluronic acid polymer by hyaluronidase is accompanied by an attenuation of light emission from the J-aggregate. The extent of light attenuation provides an index of hyaluronidase activity. Other polymers of carbohydrates, proteins, nucleic acids and chemical polymers (such as the carbon nanotube) might provide a similar scaffold for helicogenic dyes upon which molecular aggregation can occur. A key feature of these assays is that they are label-free.",,,"Fluorescence, Hyaluronoglucosaminidase, Photochemistry, Spectrometry, Fluorescence, Spectrophotometry, Ultraviolet",,
17000293,Proteomics of cerebral injury in a neonatal model of cardiopulmonary bypass with deep hypothermic circulatory arrest.,"Concern over neurologic injury limits safe duration of deep hypothermic circulatory arrest (DHCA) in surgery for congenital cardiac disease. Proteomics is a novel and powerful technique to study global protein changes in a given protein system. Using a neonatal model of cardiopulmonary bypass with DHCA, we sought to characterize the protein changes associated with DHCA brain injury. Ten neonatal piglets were randomized to cardiopulmonary bypass with DHCA or sham operation. DHCA animals underwent induction of bypass (100 mL x kg(-1) x min(-1)), cooling to 18 degrees C, then DHCA for 60 minutes. Animals were rewarmed to normothermia, weaned from bypass, and harvested after 30 minutes off bypass. Sham animals underwent sternotomy without further instrumentation. Plasma samples were taken before bypass and before harvest. Proteins differentially expressed in the cerebral neocortex between the 2 groups were determined by 2-dimensional differential gel electrophoresis using fluorescent cyanine dyes and mass spectrometry. A second group of 4 piglets were similarly randomized and, after the experiment, tissues underwent perfusion-fixation for histologic examination. Cardiopulmonary bypass with DHCA caused extensive histologic and ultrastructural cerebral injury. Proteomic analysis of cerebral cortex found 10 protein spots to be differentially expressed; 9 were identified by mass spectrometry to represent 6 proteins, including apolipoprotein A-1, neurofilament-M protein, and enolase. Decreased expression of plasma apolipoprotein A-1 was found in DHCA. The acute protein changes associated with cerebral injury in a neonatal model of cardiopulmonary bypass with DHCA have been characterized. These may direct further research aimed at attenuating injury seen from cardiopulmonary bypass with DHCA.",,,"Animals, Animals, Newborn, Brain Chemistry, Brain Injuries, Cardiopulmonary Bypass, Circulatory Arrest, Deep Hypothermia Induced, Proteins, Proteomics, Swine",,
16995699,Heptamethine cyanine dyes with a robust C-C bond at the central position of the chromophore.,"Novel, highly fluorescent, monofunctional, water-soluble heptamethine cyanine dyes containing a robust C-C bond at the central position of the near-infrared fluorophore system were prepared by the Suzuki-Miyaura method. The reaction proceeded efficiently to replace the meso-chlorine atom with a carboxy-functionalized aryl moiety and afforded the desired compounds in high yields. This methodology is particularly attractive due to its versatility and the utilization of environmentally friendly water as solvent. The new compounds possess excellent spectral properties and readily label bioactive molecules on solid support. The results demonstrate the potential of using the new compounds as fluorescent antennae for molecular imaging, spectroscopy, microscopy, and chemical or biological molecular recognition studies.",,,"Carbocyanines, Coloring Agents, Fluorescence, Infrared Rays, Molecular Probes, Spectrum Analysis, Water",,
16943664,Gel-based hippocampal proteomic analysis 2 weeks following traumatic brain injury to immature rats using controlled cortical impact.,"Traumatic brain injury (TBI) to postnatal day 17 rats has been shown to produce acute changes in hippocampal global protein levels and spatial learning and memory deficits. The purpose of the present study was to analyze global hippocampal protein changes 2 weeks after a moderate ipsilateral controlled cortical impact in postnatal day 17 rats using 2-dimensional difference gel electrophoresis and mass spectrometry. Paired sham and ipsilateral injured hippocampal lysates were independently labeled with different fluorescent cyanine dyes and coseparated within the same immobilized pH gradient strips and slab gel based on isoelectric point and molecular mass. Significant changes in key proteins involved in glial and neuronal stress, oxidative metabolism, calcium uptake and neurotransmitter function were found 2 weeks after injury, and their potential roles in hippocampal plasticity and cognitive dysfunction were discussed.",,,"Aging, Animals, Brain Injuries, Calcium Signaling, Cell Differentiation, Cerebral Cortex, Child, Disease Models, Animal, Electrophoresis, Gel, Two-Dimensional, Fluorescent Dyes, Hippocampus, Humans, Male, Mass Spectrometry, Memory Disorders, Nerve Tissue Proteins, Neuronal Plasticity, Neurotransmitter Agents, Oxidative Stress, Proteomics, Rats, Rats, Sprague-Dawley, Time Factors, Up-Regulation",,
16889427,"ProteomIQ blue, a potent post-stain for the visualization and subsequent mass spectrometry based identification of fluorescent stained proteins on 2D-gels.","Manual spot excision for protein identification from fluorescent stained two-dimensional (2-D) gels is hard to accomplish. Here, we explore the use of ProteomIQ Blue as a post-stain method for the visualization of fluorescent stained/labeled proteins. We show that ProteomIQ Blue post-staining is almost as sensitive as staining with SYPRO Ruby or cyanine dyes alone. More than 90% of the protein spots that are stained with the fluorescent stains are still detectable with ProteomIQ Blue. In protein identification by mass spectrometry, ProteomIQ Blue post-stained spots provide high sensitivity and high protein sequence coverage of the peptide mass maps in both MALDI-TOF-MS and ESI-MS/MS analyses. In conclusion, post-staining of fluorescent stained gels with ProteomIQ Blue provides a facile and a powerful method to achieve quantitative protein analysis as well as protein identification in the same semianalytical gel without requiring sophisticated/expensive robotic equipment.",,,"Bacterial Proteins, Carbocyanines, Coloring Agents, Electrophoresis, Gel, Two-Dimensional, Fluorescent Dyes, Organometallic Compounds, Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization, Staining and Labeling",,
16833818,Kinetics of salt-induced J-aggregation of cyanine dyes.,"The addition of monovalent, divalent, and trivalent metal ions to three anionic ethyl meso-thiacarbocyanine dyes, an ethyl meso-oxacarbocyanine, and an imidacarbocyanine in aqueous solution at room temperature results in the production of J-aggregates within the range of tens to hundreds of seconds. The rate of formation of J-aggregates correlates with the rate of decay of dimers or monomers and is dependent on the type of metal ion, dye structure, and temperature. The rate of formation of J-aggregates increases as the temperature decreases and the dye and salt concentrations increase, and the rate is highest for trivalent ions and smallest for monovalent ions, independent of the type of anion. The time course of formation of J-aggregates is described in most cases by a sigmoidal curve, and the kinetics and mechanism are discussed within the framework of autocatalysis. Computer simulations reveal that the sigmoidal time dependence is transferred to an exponential-like curve by substantially increasing the rate constant for the noncatalytic step. The reaction pathway into J-aggregates can be switched from dimeric ion pairs as the reactant to monomeric ion pairs, when the rate constant for the catalytic step via the monomer becomes larger with respect to that via the dimer.",,,"Carbocyanines, Computer Simulation, Imines, Kinetics, Molecular Structure, Salts, Spectrum Analysis, Temperature",,
16833479,Solvent-dependent vibrational frequencies and reorganization energies of two merocyanine chromophores.,"Absorption and resonance Raman spectra have been measured over a wide range of solvents for two merocyanine dyes containing the indoline (""Fischer"" base) electron donor group with different accepting groups. One appears to be near the cyanine limit (equal contributions of the neutral and zwitterionic resonance forms to both ground- and excited-state structures) based on electrooptic absorption data showing a very small dipole moment change upon electronic excitation. The resonance Raman spectra of both molecules show significant frequency shifts and intensity redistributions that evolve monotonically with increasing solvent polarity and are consistent with increasing zwitterionic character of the ground-state structure. The vibrational reorganization energies of both molecules, obtained by simulating the absorption band shapes, are smaller in polar solvents than in nonpolar or weakly polar ones, consistent with a more cyanine-like structure at higher solvent polarities. However, the vibrational reorganization energies of both molecules exceed 700 cm(-1) in all solvents, larger than in many true cyanine dyes, and the optical absorption maxima do not correlate well with either solvent polarity or vibrational reorganization energy. This indicates some limitations to the structural conclusions that can be reached from the two-state model for pi-conjugated donor-acceptor systems.",,,,,
16828165,"Studies of monomeric and homodimeric oxazolo[4,5-b]pyridinium cyanine dyes as fluorescent probes for nucleic acids visualization.","The series of recently synthesized monomeric and homodimeric cyanine dyes based on monomethine cyanine chromophore with oxazolo[4,5-b]pyridinium and quinoline end groups [Vassilev A, Deligeorgiev T, Gadjev N, Drexhage K-H. Synthesis of novel monomeric and homodimeric cyanine dyes based on oxazolo[4,5-b]pyridinium and quinolinium end groups for nucleic acid detection, Dyes Pigm 2005;66:135-142] were studied as possible fluorescent probes for nucleic acids detection. Significant fluorescence enhancement and intensity level (quantum yield up to 0.75) was observed for all the dyes in the presence of DNA. The oxazolo[4,5-b]pyridinium cyanines demonstrated high sensitivity as fluorescent stains for post-electrophoretic visualization of nucleic acids in agarose gels upon both VIS and UV transillumination, and the visualized band contained 0.8 ng of dsDNA.",,,"Carbocyanines, DNA, Dimerization, Electrophoresis, Agar Gel, Fluorescent Dyes, Indoles, Nucleic Acids, Oxazoles, Pyridinium Compounds, Spectrometry, Fluorescence, Staining and Labeling",,
16785642,Two-dimensional difference gel electrophoresis.,"The two-dimensional (2D) polyacrylamide gel-based approach to protein profiling has been successful because it is an accessible, inexpensive, and powerful tool for the analysis of global patterns of protein expression. All protein spots that are resolved and detected within the 104 to 105 dynamic range of gel capacity can be studied qualitatively and quantitatively in relation to each other, and viewed as a single image. Two-dimensional difference gel electrophoresis (DIGE) has strengthened the 2D platform by allowing the detection and quantitation of differences between samples resolved on the same gel, or across multiple gels, when linked by an internal standard. The technology is based on modification of protein extracts with fluorescent cyanine dyes, which have distinct excitation and emission spectra and are migration (charge and size) matched so that the same protein labeled with any of the dyes (Cy2, Cy3, Cy5) will migrate to the same position within a 2D gel, greatly enhancing reproducibility. It is becoming clear that each technology that is currently available for quantifying differential protein expression has its own weaknesses and strengths, and that multiplatform, integrated approaches will be necessary to provide the most complete analysis of any given proteome. We believe that DIGE is, and will remain in the future, a key front-end proteomic tool that will strongly complement other protein-profiling technologies.",,,"Animals, Electrophoresis, Gel, Two-Dimensional, Electrophoresis, Polyacrylamide Gel, Fluorescent Dyes, Humans, Isoelectric Focusing, Proteome, Proteomics, Trypsin",,
16774193,Excitation energy transfer in ion pairs of polymethine cyanine dyes: efficiency and dynamics.,"The present work deals with singlet excitation energy transfer (EET) occurring in contact ion pairs (CIPs) of several anionic oxonol analogues (acting as EE donors) and cationic cyanines (acting as acceptors) characterized by off resonance individual transitions. Combining conductometric and spectroscopic measurements with decreasing solvent polarity, we were able to observe a progressive ion pairing leading first to solvent-separated ion pairs (SSIPs) and then to CIPs. Analysis of the absorption spectra of three selected salts (A2,C1, A2,C2, and A1,C4) in chloroform-toluene mixtures showed that the transformation of SSIP into CIP involves the appearance of a certain exciton coupling, the extent of which decreases regularly with increasing gap between the local excitation energies. Fluorescence excitation spectra showed that EET occurs in CIP, and EET efficiencies were evaluated with a procedure expressly devised for weakly emitting donors. These were between 0.2 and 0.65 for the examined ion pairs involving anions A1 and A2. The spectroscopic study was complemented by a theoretical investigation aimed at establishing the dynamic regime of the observed EET. From classical MD simulations and local full geometry optimizations, A2,C1 and A2,C2 were found to form rather stable sandwich-type CIP structures with interchromophore distances (R) of about 0.45-0.50 nm. The donor-acceptor electronic coupling was calculated in terms of Coulombic interactions between atomic transition charges. For CIP, the electronic coupling was decidedly beyond the limit of the weak coupling required for an incoherent Förster-type mechanism. Thus, we tried to arrange the EET dynamics within the theory developed by Kimura, Kakitani, and Yamato (J. Phys. Chem. B 2000, 104, 9276) for the intermediate coupling case, which provides analytical expressions of time-dependent occupation probability, EET rate, and coherency in terms of two basic quantities: the electronic coupling and a correlation time related to the Franck-Condon factor. The latter was shown to be primarily modulated by Förster's spectral overlap integral (related in turn to the excitation energy gap). Calculations were carried out for the three sample systems using three values of the electronic coupling roughly corresponding to CIP, 1.0, and 2.0 nm interchromophore distances. At the CIP distance, EET in both A2,C1 and A2,C2 was predicted to occur with a partial exciton mechanism, very short transfer times (about 10 fs), and high degree of coherence. In A1,C4 (having the largest energy gap), EET was found to occur with a hot-transfer mechanism. More or less hot-transfer dynamics appeared to be retained by all three systems at R = 1.0 nm. Fully incoherent EET appeared to become operative only at distances larger than 2.0 nm.",,,,,
16652229,Novel heptamethine cyanine dyes with large Stoke's shift for biological applications in the near infrared.,"A series of novel functionalized, water-soluble, pH-unsensitive, highly photostable heptamethine cyanine dyes (HCDs) has been synthesized. The aim of the synthesis was to obtain novel effective probes for fluorescence detection in the near infrared. Synthesis and characterization of a special HCD with large Stokes' shift (>100 nm), bioconjugation to IgG and effect of pH upon the new structure are presented.",,,"Carbocyanines, Coloring Agents, Hydrogen-Ion Concentration, Immunoglobulin G, Spectroscopy, Near-Infrared",,
