PMID,Title,DOI
27904878,De Novo Pyrimidine Biosynthesis Connects Cell Integrity to Amphotericin B Susceptibility in Cryptococcus neoformans.,10.1128/mSphere.00191-16
27893848,The Open Form Inducer Approach for Structure-Based Drug Design.,10.1371/journal.pone.0167078
27874068,Identification of inhibitors that dually target the new permeability pathway and dihydroorotate dehydrogenase in the blood stage of Plasmodium falciparum.,10.1038/srep37502
27834347,A new target for differentiation therapy in AML.,10.1038/cr.2016.130
27791100,F901318 represents a novel class of antifungal drug that inhibits dihydroorotate dehydrogenase.,10.1073/pnas.1608304113
27597161,"Discovery of a new structural class of competitive hDHODH inhibitors with in vitro and in vivo anti-inflammatory, immunosuppressive effects.",10.1016/j.ejphar.2016.09.004
27766282,Induction of gut regulatory CD39(+) T cells by teriflunomide protects against EAE.,10.1212/NXI.0000000000000291
27744189,"Evaluation of 7-arylaminopyrazolo[1,5-a]pyrimidines as anti-Plasmodium falciparum, antimalarial, and Pf-dihydroorotate dehydrogenase inhibitors.",10.1016/j.ejmech.2016.09.073
27721149,Dihydroorotate dehydrogenase: A drug target for the development of antimalarials.,10.1016/j.ejmech.2016.09.085
27658519,In vitro evaluation of physiologically relevant concentrations of teriflunomide on activation and proliferation of primary rodent microglia.,10.1186/s12974-016-0715-3
27641613,A Triazolopyrimidine-Based Dihydroorotate Dehydrogenase Inhibitor with Improved Drug-like Properties for Treatment and Prevention of Malaria.,10.1021/acsinfecdis.6b00144
27641501,Inhibition of Dihydroorotate Dehydrogenase Overcomes Differentiation Blockade in Acute Myeloid Leukemia.,10.1016/j.cell.2016.08.057
27438595,Drug search for leishmaniasis: a virtual screening approach by grid computing.,10.1007/s10822-016-9921-4
27391060,Inhibition of canonical WNT/β-catenin signaling is involved in leflunomide (LEF)-mediated cytotoxic effects on renal carcinoma cells.,10.18632/oncotarget.10409
27374097,Metabolomics profiles delineate uridine deficiency contributes to mitochondria-mediated apoptosis induced by celastrol in human acute promyelocytic leukemia cells.,10.18632/oncotarget.10286
27310104,Identification of novel PfDHODH inhibitors as antimalarial agents via pharmacophore-based virtual screening followed by molecular docking and in vivo antimalarial activity.,10.1080/1062936X.2016.1189959
27262062,Insights into the pyrimidine biosynthetic pathway of human malaria parasite Plasmodium falciparum as chemotherapeutic target.,10.1016/j.apjtm.2016.04.012
27220723,"Design, synthesis and inhibitory activity against human dihydroorotate dehydrogenase (hDHODH) of 1,3-benzoazole derivatives bearing amide units.",10.1016/j.bmcl.2016.05.016
27133204,A high-throughput fluorescence-based assay for Plasmodium dihydroorotate dehydrogenase inhibitor screening.,10.1016/j.ab.2016.04.013
27127993,Tetrahydro-2-naphthyl and 2-Indanyl Triazolopyrimidines Targeting Plasmodium falciparum Dihydroorotate Dehydrogenase Display Potent and Selective Antimalarial Activity.,10.1021/acs.jmedchem.6b00275
27018887,Parallel shRNA and CRISPR-Cas9 screens enable antiviral drug target identification.,10.1038/nchembio.2050
26915022,Identification of New Human Malaria Parasite Plasmodium falciparum Dihydroorotate Dehydrogenase Inhibitors by Pharmacophore and Structure-Based Virtual Screening.,10.1021/acs.jcim.5b00680
26911561,QSAR study on the antimalarial activity of Plasmodium falciparum dihydroorotate dehydrogenase (PfDHODH) inhibitors.,10.1080/1062936X.2015.1134652
26751736,Identification of a small molecule that simultaneously suppresses virulence and antibiotic resistance of Pseudomonas aeruginosa.,10.1038/srep19141
26707392,Comparative study between 3D-QSAR and Docking-Based Pharmacophore models for potent Plasomodium falciparum dihydroorotate dehydrogenase inhibitors.,10.1016/j.bmcl.2015.12.043
26666931,Discovery of Dual-Stage Malaria Inhibitors with New Targets.,10.1128/AAC.02110-15
26660188,"Quantitation of Teriflunomide in Human Serum/Plasma Across a 40,000-Fold Concentration Range by LC/MS/MS.",10.1007/978-1-4939-3252-8_21
26656485,The mechanistic study of Leishmania major dihydro-orotate dehydrogenase based on steady- and pre-steady-state kinetic analysis.,10.1042/BJ20150921
26593978,Respiratory syncytial virus infection in macaques is not suppressed by intranasal sprays of pyrimidine biosynthesis inhibitors.,10.1016/j.antiviral.2015.11.006
26443076,Rational Design of Benzylidenehydrazinyl-Substituted Thiazole Derivatives as Potent Inhibitors of Human Dihydroorotate Dehydrogenase with in Vivo Anti-arthritic Activity.,10.1038/srep14836
26349969,Evaluation of the leishmanicidal and cytotoxic effects of inhibitors for microorganism metabolic pathway enzymes.,10.1016/j.biopha.2015.07.040
26258606,A Teach-Discover-Treat Application of ZincPharmer: An Online Interactive Pharmacophore Modeling and Virtual Screening Tool.,10.1371/journal.pone.0134697
26197515,Computational and Investigative Study of Flavonoids Active Against Typanosoma cruzi and Leishmania spp.,
26180101,A long-duration dihydroorotate dehydrogenase inhibitor (DSM265) for prevention and treatment of malaria.,10.1126/scitranslmed.aaa6645
26088338,Benzimidazole derivatives as potential dual inhibitors for PARP-1 and DHODH.,10.1016/j.bmc.2015.05.051
26087682,Insights into the mechanism of oxidation of dihydroorotate to orotate catalysed by human class 2 dihydroorotate dehydrogenase: a QM/MM free energy study.,10.1039/c5cp02016f
26079043,Original 2-(3-Alkoxy-1H-pyrazol-1-yl)azines Inhibitors of Human Dihydroorotate Dehydrogenase (DHODH).,10.1021/acs.jmedchem.5b00606
26059768,Pyrimidine Metabolism: Dynamic and Versatile Pathways in Pathogens and Cellular Development.,10.1016/j.jgg.2015.04.004
25961853,Pharmacophore modeling for anti-Chagas drug design using the fragment molecular orbital method.,10.1371/journal.pone.0125829
25945708,The X-ray structure of Plasmodium falciparum dihydroorotate dehydrogenase bound to a potent and selective N-phenylbenzamide inhibitor reveals novel binding-site interactions.,10.1107/S2053230X15000989
25851105,On the interactions of leflunomide and teriflunomide within receptor cavity--NMR studies and energy calculations.,10.1007/s00894-015-2643-z
25769973,In-silico analyses of natural products on leishmania enzyme targets.,10.2174/138955751503150312141854
25709412,Teriflunomide for the treatment of relapsing-remitting multiple sclerosis: patient preference and adherence.,10.2147/PPA.S61651
25658737,[Stimulation of the antiviral innate immune response by pyrimidine biosynthesis inhibitors: a surprise of phenotypic screening].,10.1051/medsci/20153101019
25626527,Novel Diketopiperazine Dihydroorotate Dehydrogenase Inhibitors Purified from Traditional Tibetan Animal Medicine Osteon Myospalacem Baileyi.,10.1111/cbdd.12530
25580811,"Design, synthesis, X-ray crystallographic analysis, and biological evaluation of thiazole derivatives as potent and selective inhibitors of human dihydroorotate dehydrogenase.",10.1021/jm501127s
25558988,Original 2-(3-alkoxy-1H-pyrazol-1-yl)pyrimidine derivatives as inhibitors of human dihydroorotate dehydrogenase (DHODH).,10.1021/jm501446r
25543684,"Understanding the structural requirements in diverse scaffolds for the inhibition of P. falciparum dihydroorotate dehydrogenase (PfDHODH) using 2D-QSAR, 3D-pharmacophore and structure-based energy- optimized pharmacophore models.",10.2174/1386207318666141229124503
25515581,A new small molecule for treating inflammation and chorioretinal neovascularization in relapsing-remitting and chronic experimental autoimmune uveitis.,10.1167/iovs.14-15518
25379019,Inhibition of p70 S6 kinase (S6K1) activity by A77 1726 and its effect on cell proliferation and cell cycle progress.,10.1016/j.neo.2014.08.006
25375376,A sustained deficiency of mitochondrial respiratory complex III induces an apoptotic cell death through the p53-mediated inhibition of pro-survival activities of the activating transcription factor 4.,10.1038/cddis.2014.469
25331708,Atovaquone tolerance in Plasmodium falciparum parasites selected for high-level resistance to a dihydroorotate dehydrogenase inhibitor.,10.1128/AAC.02347-14
24929289,"Design, synthesis and pharmacological evaluation of novel substituted quinoline-2-carboxamide derivatives as human dihydroorotate dehydrogenase (hDHODH) inhibitors and anticancer agents.",10.1016/j.ejmech.2014.05.064
24801997,Fluorine modulates species selectivity in the triazolopyrimidine class of Plasmodium falciparum dihydroorotate dehydrogenase inhibitors.,10.1021/jm500481t
24782313,In vitro resistance selections for Plasmodium falciparum dihydroorotate dehydrogenase inhibitors give mutants with multiple point mutations in the drug-binding site and altered growth.,10.1074/jbc.M114.558353
24746616,Production of superoxide/H2O2 by dihydroorotate dehydrogenase in rat skeletal muscle mitochondria.,10.1016/j.freeradbiomed.2014.04.007
24740824,Teriflunomide and its mechanism of action in multiple sclerosis.,10.1007/s40265-014-0212-x
24655039,E-pharmacophore and molecular dynamics study of flavonols and dihydroflavonols as inhibitors against dihydroorotate dehydrogenase.,10.2174/1386207317666140321115128
24566615,"Immunosuppressive agent leflunomide: a SWNTs-immobilized dihydroortate dehydrogenase inhibitory effect and computational study of its adsorption properties on zigzag single walled (6,0) carbon and boron nitride nanotubes as controlled drug delivery devices.",10.1016/j.ejps.2014.02.006
24504131,Development of a human dihydroorotate dehydrogenase (hDHODH) pharma-similarity index approach with scaffold-hopping strategy for the design of novel potential inhibitors.,10.1371/journal.pone.0087960
24463105,Antileishmanial phytochemical phenolics: molecular docking to potential protein targets.,10.1016/j.jmgm.2013.12.010
24401337,Novel inhibitors of the Plasmodium falciparum electron transport chain.,10.1017/S0031182013001571
24391728,Anticancer properties of distinct antimalarial drug classes.,10.1371/journal.pone.0082962
24381157,Harnessing evolutionary fitness in Plasmodium falciparum for drug discovery and suppressing resistance.,10.1073/pnas.1320886110
24189582,Babesia bovis dihydroorotate dehydrogenase (BboDHODH) is a novel molecular target of drug for bovine babesiosis.,10.1292/jvms.13-0419
24182769,The effects of teriflunomide on lymphocyte subpopulations in human peripheral blood mononuclear cells in vitro.,10.1016/j.jneuroim.2013.10.003
24149002,Assessment of drug candidates for broad-spectrum antiviral therapy targeting cellular pyrimidine biosynthesis.,10.1016/j.antiviral.2013.10.003
24073986,Novel selective and potent inhibitors of malaria parasite dihydroorotate dehydrogenase: discovery and optimization of dihydrothiophenone derivatives.,10.1021/jm400938g
24047257,Pharmacophore-based discovery of new human dihydroorotate dehydrogenase inhibitor.,10.2174/15734064113096660047
24024949,Targeting the mitochondrial electron transport chain of Plasmodium falciparum: new strategies towards the development of improved antimalarials for the elimination era.,10.4155/fmc.13.121
24013224,Inhibition of the mitochondrial pyrimidine biosynthesis enzyme dihydroorotate dehydrogenase by doxorubicin and brequinar sensitizes cancer cells to TRAIL-induced apoptosis.,10.1038/onc.2013.313
23972099,Evaluation of WO2013076170: the use of a dihydroorotate dehydrogenase inhibitor for the treatment of psoriasis.,10.1517/13543776.2013.831075
23930152,SAR Based Optimization of a 4-Quinoline Carboxylic Acid Analog with Potent Anti-Viral Activity.,10.1021/ml300464h
23768800,An in silico structure-based approach to anti-infective drug discovery.,10.1017/S0031182013000693
23747278,Identification of dihydroorotate dehydrogenase as a relevant drug target for 1-hydroxyquinolones in Toxoplasma gondii.,10.1016/j.molbiopara.2013.05.008
23717205,"Asexual populations of the human malaria parasite, Plasmodium falciparum, use a two-step genomic strategy to acquire accurate, beneficial DNA amplifications.",10.1371/journal.ppat.1003375
23714018,Development of docking-based 3D QSAR models for the design of substituted quinoline derivatives as human dihydroorotate dehydrogenase (hDHODH) inhibitors.,10.1080/1062936X.2013.792871
23452331,On dihydroorotate dehydrogenases and their inhibitors and uses.,10.1021/jm301848w
23382788,"3D-QSAR studies of triazolopyrimidine derivatives of Plasmodium falciparum dihydroorotate dehydrogenase inhibitors using a combination of molecular dynamics, docking, and genetic algorithm-based methods.",10.1007/s12154-012-0072-3
23353582,In silico identification of novel inhibitors against Plasmodium falciparum dihydroorate dehydrogenase.,10.1016/j.jmgm.2012.11.010
23143678,The role of fluorine in stabilizing the bioactive conformation of dihydroorotate dehydrogenase inhibitors.,10.1007/s00894-012-1643-5
23116399,Target sites for the design of anti-trypanosomatid drugs based on the structure of dihydroorotate dehydrogenase.,10.2174/1381612811319140011
23078909,"Efficacy, safety and tolerability of vidofludimus in patients with inflammatory bowel disease: the ENTRANCE study.",10.1016/j.crohns.2012.09.016
22984987,Discovery of diverse human dihydroorotate dehydrogenase inhibitors as immunosuppressive agents by structure-based virtual screening.,10.1021/jm300630p
22920152,QSAR study on a series of aryl carboxylic acid amide derivatives as potential inhibitors of dihydroorotate dehydrogenase (DHODH).,10.2174/1573406411309020007
22877245,Bioisosteric transformations and permutations in the triazolopyrimidine scaffold to identify the minimum pharmacophore required for inhibitory activity against Plasmodium falciparum dihydroorotate dehydrogenase.,10.1021/jm300351w
22815870,The aryl hydrocarbon receptor mediates leflunomide-induced growth inhibition of melanoma cells.,10.1371/journal.pone.0040926
22691298,Vidofludimus inhibits colonic interleukin-17 and improves hapten-induced colitis in rats by a unique dual mode of action.,10.1124/jpet.112.192203
22621375,Factors influencing the specificity of inhibitor binding to the human and malaria parasite dihydroorotate dehydrogenases.,10.1021/jm300157n
22609757,"Immunosuppression with 4SC-101, a novel inhibitor of dihydroorotate dehydrogenase, in a rat model of renal transplantation.",10.1097/TP.0b013e31824fd861
22580605,Inhibition of autophagy and tumor growth in colon cancer by miR-502.,10.1038/onc.2012.167
22580100,Biochemical and molecular characterization of the pyrimidine biosynthetic enzyme dihydroorotate dehydrogenase from Toxoplasma gondii.,10.1016/j.molbiopara.2012.04.009
22542640,Crystal structure of dihydroorotate dehydrogenase from Leishmania major.,10.1016/j.biochi.2012.04.003
22516927,"D282, a non-nucleoside inhibitor of influenza virus infection that interferes with de novo pyrimidine biosynthesis.",10.3851/IMP2105
22312003,Inhibition of pyrimidine synthesis reverses viral virulence factor-mediated block of mRNA nuclear export.,10.1083/jcb.201107058
22245049,"New inhibitors of dihydroorotate dehydrogenase (DHODH) based on the 4-hydroxy-1,2,5-oxadiazol-3-yl (hydroxyfurazanyl) scaffold.",10.1016/j.ejmech.2011.12.038
22242798,CoMFA and CoMSIA studies on aryl carboxylic acid amide derivatives as dihydroorotate dehydrogenase (DHODH) inhibitors.,10.2174/157340912803519598
22229697,"Profiling of dihydroorotate dehydrogenase, p38 and JAK inhibitors in the rat adjuvant-induced arthritis model: a translational study.",10.1111/j.1476-5381.2012.01836.x
22078215,Biaryl analogues of teriflunomide as potent DHODH inhibitors.,10.1016/j.bmcl.2011.10.052
22052286,An aggregation sensing reporter identifies leflunomide and teriflunomide as polyglutamine aggregate inhibitors.,10.1093/hmg/ddr500
22012334,"Evidence supporting a role for dihydroorotate dehydrogenase, bioenergetics, and p53 in selective teriflunomide-induced apoptosis in transformed versus normal human keratinocytes.",10.1007/s10495-011-0667-0
21991951,Randomized trial of oral teriflunomide for relapsing multiple sclerosis.,10.1056/NEJMoa1014656
24900364,Optimization of Potent Inhibitors of P. falciparum Dihydroorotate Dehydrogenase for the Treatment of Malaria.,10.1021/ml200143c
21866942,"A chemical genomic analysis of decoquinate, a Plasmodium falciparum cytochrome b inhibitor.",10.1021/cb200105d
21861807,Recent developments in the medicinal chemistry and therapeutic potential of dihydroorotate dehydrogenase (DHODH) inhibitors.,10.2174/138955711797247707
21845515,Immunosuppressive effects and mechanisms of leflunomide in dengue virus infection of human dendritic cells.,10.1007/s10875-011-9578-7
21840180,Potent antiviral activity of brequinar against the emerging Cantagalo virus in cell culture.,10.1016/j.ijantimicag.2011.07.002
21801113,Leflunomide: dermatologic perspective.,10.3109/09546634.2011.595383
21696174,Structure-guided lead optimization of triazolopyrimidine-ring substituents identifies potent Plasmodium falciparum dihydroorotate dehydrogenase inhibitors with clinical candidate potential.,10.1021/jm200592f
21686163,3D-QSAR studies on a series of dihydroorotate dehydrogenase inhibitors: analogues of the active metabolite of leflunomide.,10.3390/ijms12052982
21685321,Variation among Plasmodium falciparum strains in their reliance on mitochondrial electron transport chain function.,10.1128/EC.05049-11
21517059,Lead optimization of aryl and aralkyl amine-based triazolopyrimidine inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase with antimalarial activity in mice.,10.1021/jm200265b
21507975,Inhibition of dengue virus through suppression of host pyrimidine biosynthesis.,10.1128/JVI.02510-10
21436031,Broad-spectrum antiviral that interferes with de novo pyrimidine biosynthesis.,10.1073/pnas.1101143108
21430780,DHODH modulates transcriptional elongation in the neural crest and melanoma.,10.1038/nature09882
21401078,Substrate binding and reactivity are not linked: grafting a proton-transfer network into a Class 1A dihydroorotate dehydrogenase.,10.1021/bi200258y
21355448,"Human dihydroorotate dehydrogenase inhibitors, a novel approach for the treatment of autoimmune and inflammatory diseases.",10.1055/s-0031-1296169
21301083,Structure of the putative dihydroorotate dehydrogenase from Streptococcus mutans.,10.1107/S1744309110048414
21251930,Yeast dihydroorotate dehydrogenase as a new selectable marker for Plasmodium falciparum transfection.,10.1016/j.molbiopara.2011.01.004
21157651,"Teriflunomide, an inhibitor of dihydroorotate dehydrogenase for the potential oral treatment of multiple sclerosis.",
21109332,"1,2,5-Oxadiazole analogues of leflunomide and related compounds.",10.1016/j.ejmech.2010.10.029
20965617,Novel insights for dihydroorotate dehydrogenase class 1A inhibitors discovery.,10.1016/j.ejmech.2010.09.055
20874647,Leflunomide: a drug with a potential beyond rheumatology.,10.2217/imt.10.52
20708304,"Chemometric modeling, docking and in silico design of triazolopyrimidine-based dihydroorotate dehydrogenase inhibitors as antimalarials.",10.1016/j.ejmech.2010.07.034
20702404,Novel inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase with anti-malarial activity in the mouse model.,10.1074/jbc.M110.162081
20674615,Hemozoin-free Plasmodium falciparum mitochondria for physiological and drug susceptibility studies.,10.1016/j.molbiopara.2010.07.006
20606073,Characterization of dengue virus resistance to brequinar in cell culture.,10.1128/AAC.00561-10
20603160,Protoporphyrinogen IX oxidase from Plasmodium falciparum is anaerobic and is localized to the mitochondrion.,10.1016/j.molbiopara.2010.06.012
20566882,Pyrimidine biosynthesis links mitochondrial respiration to the p53 pathway.,10.1073/pnas.0910885107
20553870,An N-(alkylcarbonyl)anthranilic acid derivative prolongs cardiac allograft survival synergistically with cyclosporine A in a high-responder rat model.,10.1016/j.trim.2010.05.005
20489727,Induction of EMT-like phenotypes by an active metabolite of leflunomide and its contribution to pulmonary fibrosis.,10.1038/cdd.2010.64
20413687,"4SC-101, a novel small molecule dihydroorotate dehydrogenase inhibitor, suppresses systemic lupus erythematosus in MRL-(Fas)lpr mice.",10.2353/ajpath.2010.091227
20399851,Dihydroorotate dehydrogenase is required for N-(4-hydroxyphenyl)retinamide-induced reactive oxygen species production and apoptosis.,10.1016/j.freeradbiomed.2010.04.006
20334617,Plasmodium dihydroorotate dehydrogenase: a promising target for novel anti-malarial chemotherapy.,10.2174/187152610791163336
20310011,"4SC-101, a novel immunosuppressive drug, inhibits IL-17 and attenuates colitis in two murine models of inflammatory bowel disease.",10.1002/ibd.21264
20183850,"Inhibition of human DHODH by 4-hydroxycoumarins, fenamic acids, and N-(alkylcarbonyl)anthranilic acids identified by structure-guided fragment selection.",10.1002/cmdc.200900454
20156168,Inhibitors of the mitochondrial electron transport chain and de novo pyrimidine biosynthesis as antimalarials: The present status.,10.2174/092986710790820660
20153645,Discovery of novel inhibitors for DHODH via virtual screening and X-ray crystallographic structures.,10.1016/j.bmcl.2010.01.115
20066562,Control of pyrimidine nucleotide formation in Pseudomonas fulva.,10.1007/s10482-009-9410-z
20034791,A study of the effects of substituents on the selectivity of the binding of N-arylaminomethylene malonate inhibitors to DHODH.,10.1016/j.bmcl.2009.11.079
19751817,Microarray analysis of Leflunomide-induced limb malformations in CD-1 mice.,10.1016/j.reprotox.2009.09.001
19640844,Structural plasticity of malaria dihydroorotate dehydrogenase allows selective binding of diverse chemical scaffolds.,10.1074/jbc.M109.028589
19621636,"[F01WB-1315 A and B, two dihydroorotate dehydrogenase inhibitors from microbial metabolites].",
19351152,"Structure-based design, synthesis, and characterization of inhibitors of human and Plasmodium falciparum dihydroorotate dehydrogenases.",10.1021/jm800963t
19296651,Identification of a metabolically stable triazolopyrimidine-based dihydroorotate dehydrogenase inhibitor with antimalarial activity in mice.,10.1021/jm801343r
19207032,The effect of exon (19C>A) dihydroorotate dehydrogenase gene polymorphism on rheumatoid arthritis treatment with leflunomide.,10.2217/14622416.10.2.303
19190124,Inhibiting the teratogenicity of the immunosuppressant leflunomide in mice by supplementation of exogenous uridine.,10.1093/toxsci/kfp022
19174558,Dihydroorotate dehydrogenase inhibitor A771726 (leflunomide) induces apoptosis and diminishes proliferation of multiple myeloma cells.,10.1158/1535-7163.MCT-08-0664
20514908,Pregnancy course and neonatal outcome after exposure to leflunomide--2 cases report and review of literature.,
19097788,Type II NADH dehydrogenase of the respiratory chain of Plasmodium falciparum and its inhibitors.,10.1016/j.bmcl.2008.11.071
18842591,Identification and characterization of small molecule inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase.,10.1074/jbc.M804990200
18834876,"Suppression of immunoglobulin production by a novel dihydroorotate dehydrogenase inhibitor, S-2678.",10.1016/j.ejphar.2008.09.010
18808149,Structures of Trypanosoma cruzi dihydroorotate dehydrogenase complexed with substrates and products: atomic resolution insights into mechanisms of dihydroorotate oxidation and fumarate reduction.,10.1021/bi800413r
18672895,The structures of human dihydroorotate dehydrogenase with and without inhibitor reveal conformational flexibility in the inhibitor and substrate binding sites.,10.1021/bi8003318
18522386,Triazolopyrimidine-based dihydroorotate dehydrogenase inhibitors with potent and selective activity against the malaria parasite Plasmodium falciparum.,10.1021/jm8001026
18312275,"Characterization of Trypanosoma brucei dihydroorotate dehydrogenase as a possible drug target; structural, kinetic and RNAi studies.",10.1111/j.1365-2958.2008.06131.x
18302934,Crystal structure of Trypanosoma cruzi dihydroorotate dehydrogenase from Y strain.,10.1016/j.bbrc.2008.02.074
18276780,Pyrimidine nucleoside depletion sensitizes to the mitochondrial hepatotoxicity of the reverse transcriptase inhibitor stavudine.,10.2353/ajpath.2008.070613
18225919,Analysis of flavin oxidation and electron-transfer inhibition in Plasmodium falciparum dihydroorotate dehydrogenase.,10.1021/bi702218c
17993483,Defects in vesicle core induced by escherichia coli dihydroorotate dehydrogenase.,10.1529/biophysj.107.120055
17982036,Leflunomide inhibits PDK1/Akt pathway and induces apoptosis of human mast cells.,10.4049/jimmunol.179.10.6479
17805332,The immunomodulatory drug Leflunomide inhibits cell cycle progression of B-CLL cells.,10.1038/sj.leu.2404922
17604599,Teratogenicity study of the dihydroorotate-dehydrogenase inhibitor and protein tyrosine kinase inhibitor Leflunomide in mice.,10.1016/j.reprotox.2007.05.006
17444658,Interaction of benzoate pyrimidine analogues with class 1A dihydroorotate dehydrogenase from Lactococcus lactis.,10.1021/bi7001554
17369345,Functional expression of human dihydroorotate dehydrogenase (DHODH) in pyr4 mutants of ustilago maydis allows target validation of DHODH inhibitors in vivo.,10.1128/AEM.02569-06
17330044,Specific role of mitochondrial electron transport in blood-stage Plasmodium falciparum.,10.1038/nature05572
17228860,Design and synthesis of potent inhibitors of the malaria parasite dihydroorotate dehydrogenase.,10.1021/jm060687j
17123468,Dicoumarol impairs mitochondrial electron transport and pyrimidine biosynthesis in human myeloid leukemia HL-60 cells.,10.1016/j.bcp.2006.10.016
16979340,Enzyme inhibition potency enhancement by active site metal chelating and hydrogen bonding induced conformation-restricted cyclopropanecarbonyl derivatives.,10.1016/j.bmcl.2006.08.125
16863447,4SCan/vADME: intelligent library screening as a shortcut from hits to lead compounds.,10.1517/17425255.2.3.471
16850369,"Immunosuppression: today, tomorrow, and withdrawal.",10.1055/s-2006-947290
16774642,Biochemical characterization of recombinant dihydroorotate dehydrogenase from the opportunistic pathogenic yeast Candida albicans.,10.1111/j.1742-4658.2006.05327.x
16567708,A Phase II study of the safety and efficacy of teriflunomide in multiple sclerosis with relapses.,10.1212/01.wnl.0000203121.04509.31
16510978,Structure of Plasmodium falciparum dihydroorotate dehydrogenase with a bound inhibitor.,10.1107/S0907444905042642
16480261,Dual binding mode of a novel series of DHODH inhibitors.,10.1021/jm0506975
16406782,Brequinar derivatives and species-specific drug design for dihydroorotate dehydrogenase.,10.1016/j.bmcl.2005.12.029
16330000,Severe cytochrome c oxidase inhibition in vivo does not induce a pyrimidine deficiency; neuroprotective action of oral uridine prodrug PN401 requires supraphysiological levels of uridine.,10.1016/j.brainres.2005.10.056
16246558,Biphenyl-4-ylcarbamoyl thiophene carboxylic acids as potent DHODH inhibitors.,10.1016/j.bmcl.2005.10.011
16236496,The first de novo designed inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase.,10.1016/j.bmcl.2005.09.045
16172019,Genetic diversity and kinetic properties of Trypanosoma cruzi dihydroorotate dehydrogenase isoforms.,10.1016/j.parint.2005.08.001
16120318,Mechanism of leflunomide-induced proliferation of mitochondria in mammalian cells.,10.1016/s1567-7249(02)00045-4
15890648,Nuclear localization and mitogen-activated protein kinase phosphorylation of the multifunctional protein CAD.,10.1074/jbc.M504581200
15795226,High-throughput screening for potent and selective inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase.,10.1074/jbc.M501100200
15727850,Synthesis of brequinar analogue inhibitors of malaria parasite dihydroorotate dehydrogenase.,10.1016/j.bmc.2005.01.017
15710552,Inhibitory action of marine algae extracts on the Trypanosoma cruzi dihydroorotate dehydrogenase activity and on the protozoan growth in mammalian cells.,10.1016/j.parint.2004.11.001
15652966,Inhibition of human cytomegalovirus signaling and replication by the immunosuppressant FK778.,10.1016/j.antiviral.2004.03.007
15571246,Dihydroorotate dehydrogenase mRNA and protein expression analysis in normal and drug-resistant cells.,10.1081/NCN-200027547
15571245,Severe impairment of nucleotide synthesis through inhibition of mitochondrial respiration.,10.1081/NCN-200027545
15547088,Leflunomide inhibits transendothelial migration of peripheral blood mononuclear cells.,10.1136/ard.2003.018440
15196933,Two different dihydroorotate dehydrogenases from yeast Saccharomyces kluyveri.,10.1016/j.febslet.2004.05.017
15189743,Leflunomide in the treatment of rheumatoid arthritis.,10.1016/s0149-2918(04)90048-3
15182735,"Protective and anti-arthritic effects of deer antler aqua-acupuncture (DAA), inhibiting dihydroorotate dehydrogenase, on phosphate ions-mediated chondrocyte apoptosis and rat collagen-induced arthritis.",10.1016/j.intimp.2004.04.010
15160604,Regulation of pyrimidine nucleotide formation in Pseudomonas taetrolens ATCC 4683.,10.1016/j.micres.2004.01.007
15044733,Inhibitor binding in a class 2 dihydroorotate dehydrogenase causes variations in the membrane-associated N-terminal domain.,10.1110/ps.03533004
14746536,Regulation of pyrimidine nucleotide formation in Pseudomonas reptilivora.,10.1111/j.1472-765x.2003.01453.x
20021118,The various sources of mitochondrial oxygen radicals: a minireview.,10.1080/15376520490257383
14684297,Discovery of a novel series of DHODH inhibitors by a docking procedure and QSAR refinement.,10.1016/j.bmcl.2003.10.021
12923428,Leflunomide analogue FK778 is vasculoprotective independent of its immunosuppressive effect: potential applications for restenosis and chronic rejection.,10.1097/01.TP.0000076382.87978.73
12723931,Synthesis of beta-hydroxy-propenamide derivatives and the inhibition of human dihydroorotate dehydrogenase.,10.1007/BF02976829
12503612,"Methodology and problems of protein-ligand docking: case study of dihydroorotate dehydrogenase, thymidine kinase, and phosphodiesterase 4.",10.1081/rrs-120014592
12372626,Plant dihydroorotate dehydrogenase differs significantly in substrate specificity and inhibition from the animal enzymes.,10.1016/s0014-5793(02)03425-7
12361393,"Parallel synthesis of potent, pyrazole-based inhibitors of Helicobacter pylori dihydroorotate dehydrogenase.",10.1021/jm020112w
12220493,E. coli dihydroorotate dehydrogenase reveals structural and functional distinctions between different classes of dihydroorotate dehydrogenases.,10.1016/s0969-2126(02)00831-6
12213251,Drosophila melanogaster dihydroorotate dehydrogenase: the N-terminus is important for biological function in vivo but not for catalytic properties in vitro.,10.1016/s0965-1748(02)00052-8
12189151,Malarial dihydroorotate dehydrogenase. Substrate and inhibitor specificity.,10.1074/jbc.M206854200
12100469,In vitro and in Vivo inhibition of immunoglobulin secretion by the immunosuppressive compound HR325 is reversed by exogenous uridine.,10.1046/j.1365-3083.2002.01107.x
12062127,"The interaction of 5-fluoroorotic acid with transition metals: synthesis and characterisation of Ni(II), Cu(II) and Zn(II) complexes.",10.1016/s0162-0134(01)00421-4
11783497,Inhibition and localization of human and rat dihydroorotate dehydrogenase.,10.1007/0-306-46843-3_52
